ward,item,location,cost
1,Maplewood Park Field House 2019 Phase II Menu Contribution,1640 N MAPLEWOOD AVE,"$250,000.00"
1,POD Camera Relocation to 2536 W Cortland,2536 W CORTLAND ST,"$1,800.00"
1,POD Relocation: 2701 W Francis Pl,2701 W FRANCIS PL,"$1,800.00"
1,Sidewalk Menu (2019),1027 N HERMITAGE AVE,"$2,702.48"
1,Sidewalk Menu (2019),1220 N DAMEN AVE,"$1,430.77"
1,Sidewalk Menu (2019),1264 N WOOD ST,"$2,097.82"
1,Sidewalk Menu (2019),1289 N MILWAUKEE AVE,"$22,454.92"
1,Sidewalk Menu (2019),1332 N WOLCOTT AVE,"$1,194.74"
1,Sidewalk Menu (2019),1378 W GRAND AVE,"$12,964.67"
1,Sidewalk Menu (2019),1457 W ERIE ST,"$4,700.85"
1,Sidewalk Menu (2019),1528-1531 N TALMAN AVE,"$3,817.67"
1,Sidewalk Menu (2019),1539-1541 W WALTON ST,"$3,931.72"
1,Sidewalk Menu (2019),1542 N CAMPBELL AVE,"$10,482.66"
1,Sidewalk Menu (2019),1709 N FRANCISCO AVE,"$7,245.00"
1,Sidewalk Menu (2019),1829 W ELLEN ST,"$1,640.28"
1,Sidewalk Menu (2019),1832 N WASHTENAW AVE,"$1,387.01"
1,Sidewalk Menu (2019),1859 W CHICAGO AVE,"$6,874.11"
1,Sidewalk Menu (2019),1935 W HURON ST,"$1,737.08"
1,Sidewalk Menu (2019),2009 W SCHILLER ST,"$67,158.00"
1,Sidewalk Menu (2019),2115 N CALIFORNIA AVE,"$2,652.05"
1,Sidewalk Menu (2019),2346 W RICE ST,"$4,020.41"
1,Sidewalk Menu (2019),2346 W SUPERIOR ST,$949.49
1,Sidewalk Menu (2019),2418 W CORTEZ ST,"$2,278.10"
1,Sidewalk Menu (2019),2439 W FULLERTON AVE,"$31,874.46"
1,Sidewalk Menu (2019),2457 N FAIRFIELD AVE,"$17,015.20"
1,Sidewalk Menu (2019),2548 W ARMITAGE AVE,"$3,182.46"
1,Sidewalk Menu (2019),2727 W HADDON AVE,"$2,797.96"
1,Sidewalk Menu (2019),3101 W ARMITAGE AVE,"$32,387.34"
1,Sidewalk Menu (2019),3436 W CORTLAND ST,"$13,554.84"
1,Sidewalk Menu (2019),516 N ADA ST,"$2,386.85"
1,Sidewalk Menu (2019),836 N GREENVIEW AVE,"$3,036.14"
1,Street Bump Outs Menu (2019),N WOOD ST &  W OHIO ST,"$52,530.00"
1,Street Light Upgrade Menu (2019),2024 N STAVE ST,$500.00
1,Street Resurfacing Menu (1-5) (2019),ON N LEAVITT ST FROM W DIVISION ST  (1200 N) TO W NORTH AVE  (1600 N),"$45,939.88"
1,Street Resurfacing Menu (1-5) (2019),ON W POTOMAC AVE FROM N OAKLEY BLVD  (2300 W) TO N LEAVITT ST  (2200 W),"$53,654.34"
1,Street Resurfacing Menu (2019),ON N HONORE ST FROM N WICKER PARK AVE  (1500 N) TO N MILWAUKEE AVE  (1520 N),"$23,128.24"
1,Street Resurfacing Menu (2019),ON N OAKLEY AVE FROM W POTOMAC AVE  (1300 N) TO W HIRSCH ST  (1400 N),"$50,416.47"
1,Street Resurfacing Menu (2019),ON N TALMAN AVE FROM W BLOOMINGDALE AVE  (1800 N) TO W WABANSIA AVE  (1700 N),"$67,150.16"
1,Street Resurfacing Menu (2019),ON W WALTON ST FROM N WOOD ST  (1800 W) TO N HERMITAGE AVE  (1740 W),"$21,103.65"
1,Street Speed Hump Menu (2019),ON N CAMPBELL AVE FROM W NORTH AVE  (1600 N) TO W WABANSIA AVE  (1700 N),"$4,700.00"
1,Street Speed Hump Menu (2019),ON W CHESTNUT ST FROM N GREENVIEW AVE  (1500 W) TO N ASHLAND AVE  (1600 W),"$4,700.00"
1,Street Speed Hump Menu (2019),ON W CRYSTAL ST FROM N HERMITAGE AVE  (1730 W) TO N WOOD ST  (1800 W),"$2,350.00"
1,Street Speed Hump Menu (2019),ON W ERIE ST FROM N WOLCOTT AVE  (1900 W) TO N DAMEN AVE  (2000 W),"$4,700.00"
1,Street Speed Hump Replacement (2019),ON N OAKLEY AVE FROM W POTOMAC AVE  (1300 N) TO W HIRSCH ST  (1400 N),$0.00
2,Alley Resurfacing Menu (1-1) (2019),2100 N MAGNOLIA AVE; N MAGNOLIA AVE &  W DICKENS AVE&W WEBSTER AVE &  N LAKEWOOD AVE,"$36,000.00"
2,Alley Resurfacing Menu (2019),501 W NORTH AVE; W NORTH AVE &  N CLEVELAND AVE&W BLACKHAWK ST &  N MOHAWK ST,"$2,077.92"
2,Alley Resurfacing Menu (2019),W DIVISION ST &  N BOSWORTH AVE&W BLACKHAWK ST &  N GREENVIEW AVE; 1520 W DIVISION ST,"$8,660.65"
2,Curb & Gutter Menu (2019),1325 N NOBLE ST,"$22,209.92"
2,Curb & Gutter Menu (2019),ON N MIES VAN DER ROHE WAY FROM E CHICAGO AVE  (800 N) TO E PEARSON ST  (830 N),"$150,000.00"
2,"In-Road ""State Law Stop For Pedestrians"" Signs Menu (2019)",N CLYBOURN AVE &  W WISCONSIN ST,$350.00
2,Lake Shore Park Irrigation System,808 N LAKE SHORE DR,"$113,000.00"
2,Left-Turn Arrow Menu (2019),E CHICAGO AVE &  N MIES VAN DER ROHE WAY,"$32,199.33"
2,Left-Turn Arrow Menu (2019),W NORTH AVE &  N WELLS ST,"$58,043.03"
2,Pedestrian Refuge Island Menu (2019),N LA SALLE DR &  W BURTON PL,"$37,800.67"
2,POD CAMERA: FULLERTON & LAKEWOOD,W FULLERTON AVE &  N LAKEWOOD AVE,"$24,776.00"
2,POD CAMERA: LAKE SHORE PARK,808 N LAKE SHORE DR,"$24,776.00"
2,Sidewalk Menu (2019),1601 N ORCHARD ST,"$14,517.27"
2,Speed Indicator Signs (2019),885 N CLARK ST,"$14,000.00"
2,Street Light Arterial Menu (2019),ON N MIES VAN DER ROHE WAY FROM E CHICAGO AVE  (800 N) TO E PEARSON ST  (830 N),"$70,000.00"
2,Street Light Residential Staggered Piggy Back Menu (2019),108 W GERMANIA PL,"$12,052.76"
2,Street Resurfacing Menu (2019),ON N BOSWORTH AVE FROM W LE MOYNE ST  (1500 N) TO W BLACKHAWK ST  (1400 N),"$63,662.16"
2,Street Resurfacing Menu (2019),ON N BURLING ST FROM W WILLOW ST  (1800 N) TO W CONCORD PL  (1610 N),"$89,800.08"
2,Street Resurfacing Menu (2019),ON N DEWITT PL FROM E PEARSON ST  (830 N) TO E CHESTNUT ST  (860 N),"$8,140.64"
2,Street Resurfacing Menu (2019),ON N WAYNE AVE FROM W BELDEN AVE  (2300 N) TO W FULLERTON AVE  (2400 N),"$51,011.71"
2,Street Resurfacing Menu (2019),ON N WINCHESTER AVE FROM W THOMAS ST  (1100 N) TO W DIVISION ST  (1200 N),"$11,969.83"
2,Street Resurfacing Menu (2019),ON W CONCORD LN FROM N NORTH PARK AVE  (300 W) TO N SEDGWICK ST  (400 W),"$37,363.26"
2,Street Resurfacing Menu (2019),ON W DELAWARE PL FROM N DEARBORN ST  (40 W) TO N CLARK ST  (100 W),"$26,809.51"
2,Street Resurfacing Menu (2019),ON W RICE ST FROM N DAMEN AVE  (2000 W) TO N OAKLEY BLVD  (2300 W),"$168,251.52"
2,Street Resurfacing Menu (2019),ON W SCHILLER ST FROM N HOYNE AVE  (2100 W) TO N LEAVITT ST  (2200 W),"$52,102.80"
2,Street Resurfacing Menu (2019),ON W SCHILLER ST FROM N WELLS ST  (200 W) TO N LA SALLE DR  (140 W),"$24,265.41"
2,Street Resurfacing Menu (2019),ON W SCOTT ST FROM N WELLS ST  (200 W) TO N ORLEANS ST  (310 W),"$53,707.37"
2,Street Resurfacing Menu (2019),ON W THOMAS ST FROM N DAMEN AVE  (2000 W) TO N LEAVITT ST  (2200 W),"$84,789.78"
2,Street Resurfacing Menu (2019),ON W WALTON ST FROM N DEARBORN ST  (40 W) TO N STATE ST  (0 E),"$15,912.37"
2,Street Speed Hump Menu (2019),ON N LEAVITT ST FROM W CORTEZ ST  (1030 N) TO W AUGUSTA BLVD  (1000 N),"$2,350.00"
2,Street Speed Hump Menu (2019),ON W IOWA ST FROM N DAMEN AVE  (2000 W) TO N HOYNE AVE  (2100 W),"$4,700.00"
2,Street Speed Hump Menu (2019),ON W JULIAN ST FROM N PAULINA ST  (1700 W) TO N WOOD ST  (1800 W),"$4,700.00"
2,Street Speed Hump Replacement (2019),ON W SCOTT ST FROM N WELLS ST  (200 W) TO N ORLEANS ST  (310 W),$0.00
3,Alley Resurfacing Menu (1-1) (2019),E 40TH ST &  S INDIANA AVE&E 41ST ST &  S PRAIRIE AVE,"$32,069.88"
3,Alley Resurfacing Menu (2019),E 34TH ST &  S MICHIGAN AVE&E 35TH ST &  S INDIANA AVE,"$40,002.64"
3,Alley Resurfacing Menu (2019),E 41ST ST &  S MICHIGAN AVE&E 42ND ST &  S WABASH AVE,"$26,848.02"
3,Alley Resurfacing Menu (2019),E 51ST ST &  S MICHIGAN AVE&E 53RD ST &  S WABASH AVE,"$79,062.25"
3,Alley Speed Hump Replacement (2019),E 44TH ST &  S VINCENNES AVE&E 44TH PL &  S ST LAWRENCE AVE,$0.00
3,Alley Speed Hump Replacement (2019),E 51ST ST &  S MICHIGAN AVE&E 53RD ST &  S WABASH AVE,$0.00
3,Curb & Gutter Menu (2019),2931 S FEDERAL ST,"$14,646.81"
3,Curb & Gutter Menu (2019),3700-3714 S CALUMET AVE,"$61,746.00"
3,Miscellaneous CDOT Projects (2019),4215-4229 S STATE ST,"$19,841.84"
3,Miscellaneous CDOT Projects (2019),5118 S PRAIRIE AVE; 5305 S CALUMET AVE; 5241 S INDIANA AVE,$600.00
3,Miscellaneous CDOT Projects (2019),540-542 E 44TH PL; 4927-4937 S CALUMET AVE; 4215-4229 S STATE ST,"$1,050.00"
3,Miscellaneous CDOT Projects (2019),542 E 47TH ST,"$10,533.00"
3,Miscellaneous CDOT Projects (2019),E 43RD ST &  S DR MARTIN LUTHER KING JR DR E,"$1,700.00"
3,Pavement Markings Menu (2019),S MICHIGAN AVE &  E 31ST ST,"$1,287.21"
3,Pedestrian Refuge Island Menu (2019),S MICHIGAN AVE &  E 21ST ST,"$81,625.26"
3,Sidewalk Menu (2019),1240-1330 S STATE ST,"$39,479.48"
3,Sidewalk Menu (2019),1406-1444 S PRAIRIE AVE,"$6,835.92"
3,Sidewalk Menu (2019),1515 S INDIANA AVE,"$18,216.32"
3,Sidewalk Menu (2019),3422 S PRAIRIE AVE,"$1,479.36"
3,Sidewalk Menu (2019),346 E 53RD ST,"$2,792.43"
3,Sidewalk Menu (2019),3736 S MICHIGAN AVE,"$27,290.88"
3,Sidewalk Menu (2019),4114 S MICHIGAN AVE,"$27,887.43"
3,Sidewalk Menu (2019),4466 S WELLS ST,"$22,000.54"
3,Sidewalk Menu (2019),5300-5330 S PRAIRIE AVE,"$19,126.34"
3,Sidewalk Menu (2019),ON E 41ST ST FROM S INDIANA AVE  (200 E) TO S PRAIRIE AVE  (300 E),"$58,401.69"
3,Sidewalk Menu (2019),ON S SHIELDS AVE FROM W 43RD ST  (4300 S) TO W 43RD PL  (4330 S),"$35,011.54"
3,Speed Indicator Signs (2019),S DR MARTIN LUTHER KING JR DR &  E 42ND ST,"$22,000.00"
3,Speed Indicator Signs (2019),S INDIANA AVE &  E 32ND ST,"$22,000.00"
3,Speed Indicator Signs (2019),S INDIANA AVE &  E 42ND ST,"$22,000.00"
3,Speed Indicator Signs (2019),S INDIANA AVE &  E 48TH ST,"$22,000.00"
3,Speed Indicator Signs (2019),S MICHIGAN AVE &  E 44TH ST,"$22,000.00"
3,Speed Indicator Signs (2019),S MICHIGAN AVE &  E 48TH ST,"$22,000.00"
3,Street Resurfacing Menu (1-5) (2019),ON S FEDERAL ST FROM 1450 S TO W 14TH ST  (1400 S),"$38,607.27"
3,Street Resurfacing Menu (1-5) (2019),ON S FEDERAL ST FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),"$90,913.93"
3,Street Resurfacing Menu (1-5) (2019),ON S SHIELDS AVE FROM W 43RD ST  (4300 S) TO W 44TH PL  (4430 S),"$71,645.22"
3,Street Resurfacing Menu (2019),ON E 42ND ST FROM S INDIANA AVE  (200 E) TO S PRAIRIE AVE  (300 E),"$57,990.40"
3,Street Resurfacing Menu (2019),ON E 45TH ST FROM S PRAIRIE AVE  (300 E) TO S DR MARTIN LUTHER KING JR DR W (370 E),"$53,533.02"
3,Street Resurfacing Menu (2019),ON E BOWEN AVE FROM S DR MARTIN LUTHER KING JR DR E (400 E) TO S VINCENNES AVE (500 E),"$60,489.34"
3,Street Resurfacing Menu (2019),ON S PRAIRIE AVE FROM E 16TH ST  (1600 S) TO E 18TH ST  (1799 S),"$46,146.74"
3,Street Resurfacing Menu (2019),ON S WALLACE ST FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),"$35,909.95"
3,Street Resurfacing Menu (2019),ON W 48TH ST FROM S WABASH AVE  (50 E) TO S MICHIGAN AVE  (100 E),"$36,322.00"
3,Street Resurfacing Menu (2019),ON W SWANN ST FROM 346 W TO S SHIELDS AVE  (340 W),"$10,407.28"
3,Street Speed Hump Menu (2019),ON E 42ND ST FROM S PRAIRIE AVE  (300 E) TO S INDIANA AVE  (200 E),"$2,350.00"
3,Street Speed Hump Menu (2019),ON S LAFAYETTE AVE FROM W 57TH ST  (5700 S) TO W 57TH PL  (5740 S),"$11,750.00"
3,Street Speed Hump Menu (2019),ON S PRINCETON AVE FROM W 43RD PL  (4330 S) TO W 44TH PL  (4430 S),"$4,700.00"
3,Street Speed Hump Replacement (2019),ON S FEDERAL ST FROM 1450 S TO W 14TH ST  (1400 S),$0.00
3,Street Speed Hump Replacement (2019),ON S FEDERAL ST FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),$0.00
3,Street Speed Hump Replacement (2019),ON S PLYMOUTH CT FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),$0.00
3,Street Speed Hump Replacement (2019),ON S WALLACE ST FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),$0.00
3,Street Traffic Circle Menu (2019),W 47TH ST &  S WENTWORTH AVE,"$15,700.00"
4,Alley Resurfacing Menu (1-1) (2019),E MADISON PARK &  S DORCHESTER AVE&S WOODLAWN AVE &  E 50TH ST,"$58,877.22"
4,Alley Speed Hump Replacement (2019),E MADISON PARK &  S DORCHESTER AVE&S WOODLAWN AVE &  E 50TH ST,$0.00
4,Arterial Street Bump Outs Menu (2019),E 38TH ST &  S COTTAGE GROVE AVE,"$80,635.44"
4,Arterial Street Bump Outs Menu (2019),E 50TH ST &  S COTTAGE GROVE AVE,"$49,622.71"
4,Miscellaneous CDOT Projects (2019),4222 S LANGLEY AVE,$150.00
4,Roosevelt Park Path Lighting,62 W ROOSEVELT RD,"$6,500.00"
4,Sidewalk Menu (2019),E 47TH DR &  S LAKE PARK AVE,"$30,736.07"
4,Sidewalk Menu (2019),ON E 48TH ST FROM S COTTAGE GROVE AVE  (800 E) TO S DREXEL BLVD  (900 E),"$18,693.02"
4,Sidewalk Menu (2019),ON E 48TH ST FROM S EVANS AVE  (730 E) TO S COTTAGE GROVE AVE  (800 E),"$11,448.02"
4,Sidewalk Menu (2019),ON S COTTAGE GROVE AVE FROM E 37TH ST  (3700 S) TO E 37TH PL  (3729 S),"$30,109.30"
4,Street Light Arterial Menu (2019),ON S LAKE PARK AVE FROM E 43RD ST  (4299 S) TO E 47TH ST  (4699 S),"$45,000.00"
4,Street Light Pole Painting Menu (2019),E 47TH ST &  S LAKE PARK AVE,"$3,600.00"
4,Street Resurfacing Menu (1-5) (2019),ON E 31ST PL FROM S VERNON AVE  (440 E) TO S RHODES AVE  (500 E),"$56,131.97"
4,Street Resurfacing Menu (1-5) (2019),ON E 50TH ST FROM S ST LAWRENCE AVE  (600 E) TO S COTTAGE GROVE AVE  (800 E),"$107,156.44"
4,Street Resurfacing Menu (1-5) (2019),ON S BLACKSTONE AVE FROM E HYDE PARK BLVD  (5100 S) TO E 53RD ST  (5300 S),"$100,219.83"
4,Street Resurfacing Menu (2019),3941-4500 S DREXEL BLVD,"$150,000.00"
4,Street Resurfacing Menu (2019),ON E 32ND ST FROM S RHODES AVE  (500 E) TO S ELLIS AVE  (699 E),"$19,441.85"
4,Street Resurfacing Menu (2019),ON E 48TH ST FROM S EVANS AVE  (730 E) TO S COTTAGE GROVE AVE  (800 E),"$22,268.38"
4,Street Resurfacing Menu (2019),ON E 48TH ST FROM S ST LAWRENCE AVE  (600 E) TO S EVANS AVE  (730 E),"$126,648.21"
4,Street Resurfacing Menu (2019),ON E 49TH ST FROM S CHAMPLAIN AVE  (640 E) TO S EVANS AVE  (730 E),"$66,267.11"
4,Street Resurfacing Menu (2019),ON E 49TH ST FROM S COTTAGE GROVE AVE  (800 E) TO S DREXEL BLVD  (900 E),"$47,354.34"
4,Street Resurfacing Menu (2019),ON E 49TH ST FROM S DR MARTIN LUTHER KING JR DR  (380 E) TO S VINCENNES AVE  (499 E),"$33,551.10"
4,Street Resurfacing Menu (2019),ON S DORCHESTER AVE FROM E 49TH ST  (4900 S) TO E 50TH ST  (5000 S),"$56,444.24"
4,Street Resurfacing Menu (2019),ON S DORCHESTER AVE FROM E 52ND ST  (5200 S) TO E 53RD ST  (5300 S),"$32,869.01"
4,Street Resurfacing Menu (2019),ON S FORRESTVILLE AVE FROM E 43RD ST  (4300 S) TO E 44TH ST  (4400 S),"$27,941.67"
4,Street Resurfacing Menu (2019),ON S LAKE PARK AVE FROM E 36TH ST  (3549 S) TO E 37TH ST  (3700 S),"$56,697.92"
4,Street Resurfacing Menu (2019),ON S OAKENWALD AVE FROM E 42ND PL  (4232 S) TO E 43RD ST  (4300 S),"$30,623.86"
4,Street Resurfacing Menu (2019),ON S ST LAWRENCE AVE FROM E 47TH ST  (4700 S) TO E 48TH ST  (4800 S),"$33,986.64"
4,Street Resurfacing Menu (2019),ON S VINCENNES AVE FROM E PERSHING RD  (3900 S) TO E OAKWOOD BLVD  (3946 S),"$17,025.64"
5,"3 POD CAMERAS: 6800 S. RIDGELAND AVE, 7000 S. STONY ISLAND, 7031 S. CHAPPEL AVE",6800 S RIDGELAND AVE; 7000 S STONY ISLAND AVE; 7031 S CHAPPEL AVE,"$74,328.00"
5,Concrete Alley Menu (2019),S GREENWOOD AVE &  E 71ST ST&E 72ND ST &  S UNIVERSITY AVE,"$23,995.10"
5,E 71st Pl from S Jeffery Ave to 1950 E; S Cryil Ave from E 72nd St to E 71st Pl,ON S CYRIL AVE FROM E 71ST PL  (7130 S) TO E 72ND ST  (7200 S); ON E 71ST PL FROM 1950 E TO S JEFFERY BLVD  (2000 E),"$150,000.00"
5,ON S CRANDON AVE FROM E 67TH ST (6700 S) TO E 69TH ST (6900 S),ON S CRANDON AVE FROM E 67TH ST  (6700 S) TO E 69TH ST  (6900 S),"$213,000.00"
5,Sidewalk Menu (2019),1001 E 53RD ST,"$14,490.00"
5,Sidewalk Menu (2019),1959 E 72ND PL,"$3,589.38"
5,Sidewalk Menu (2019),6710-6722 S CONSTANCE AVE,"$7,178.76"
5,Sidewalk Menu (2019),6720 S BENNETT AVE,"$5,583.48"
5,Sidewalk Menu (2019),6754 S EUCLID AVE; ON W 68TH ST FROM S BENNETT AVE  (1900 E) TO S EUCLID AVE  (1930 E),"$14,226.08"
5,Sidewalk Menu (2019),ON S CORNELL AVE FROM 4822 S TO E 49TH DR  (4857 S),"$5,814.31"
5,Sidewalk Menu (2019),ON S ELLIS AVE FROM E 53RD ST  (5300 S) TO E 54TH ST  (5400 S),"$10,375.19"
5,Sidewalk Menu (2019),ON W 69TH ST FROM S EUCLID AVE  (1930 E) TO S BENNETT AVE  (1900 E); 6901 S BENNETT AVE,"$14,824.31"
5,Street Light Residential Staggered Piggy Back Menu (2019),ON S CRANDON AVE FROM E 69TH ST  (6900 S) TO E 70TH PL  (7030 S); ON E 70TH ST FROM S CRANDON AVE  (2300 E) TO S OGLESBY AVE  (2340 E),"$210,000.00"
5,Street Light Residential Staggered Piggy Back Menu (2019),ON S PAXTON AVE FROM E 71ST ST  (7100 S) TO E 73RD ST  (7300 S),"$200,000.00"
5,Street Resurfacing Menu (2019),ON E 57TH ST FROM S LAKE PARK AVE  (1520 E) TO S STONY ISLAND AVE  (1600 E),"$61,024.51"
5,Street Resurfacing Menu (2019),ON E 73RD ST FROM S DOBSON AVE  (1030 E) TO S GREENWOOD AVE  (1100 E),"$55,267.33"
5,Street Resurfacing Menu (2019),ON E 73RD ST FROM S WOODLAWN AVE  (1200 E) TO S KIMBARK AVE  (1300 E),"$63,709.71"
5,Street Resurfacing Menu (2019),ON E MARQUETTE RD FROM S DORCHESTER AVE  (1360 E) TO S DORCHESTER AVE  (1360 E),"$5,228.32"
5,Street Resurfacing Menu (2019),ON S CORNELL AVE FROM E 50TH ST  (5000 S) TO E 50TH PL  (5040 S),"$39,401.50"
5,Street Resurfacing Menu (2019),ON S DORCHESTER AVE FROM E MARQUETTE RD  (6600 S) TO E 66TH PL  (6630 S),"$13,886.46"
5,Street Resurfacing Menu (2019),ON S LAKE PARK AVE FROM E 55TH ST  (5499 S) TO E 56TH ST  (5600 S),"$134,077.55"
6,108 E. 83rd St.,108 E 83RD ST,$500.00
6,Alley Apron Menu (2019),8644 S CALUMET AVE,"$33,799.97"
6,Alley Apron Menu (2019),8645 S CALUMET AVE,"$33,799.97"
6,Alley Speed Hump Menu (2019),306 E 75TH ST; S PRAIRIE AVE &  E 74TH ST&S CALUMET AVE &  E 75TH ST,$700.00
6,Alley Speed Hump Menu (2019),E 82ND ST &  S VERNON AVE&E 83RD ST &  S EBERHART AVE,"$3,500.00"
6,Curb & Gutter Menu (2019),7320 S LAFAYETTE AVE,"$9,179.08"
6,Curb & Gutter Menu (2019),8035 S INDIANA AVE,"$9,377.91"
6,Curb & Gutter Menu (2019),ON E 74TH ST FROM S PRAIRIE AVE  (300 E) TO S CALUMET AVE  (340 E),"$52,870.81"
6,POD CAMERA - 130 EAST 71ST ST,130 E 71ST ST,"$24,776.00"
6,Sidewalk Menu (2019),ON W 68TH ST FROM S PEORIA ST  (900 W) TO S SANGAMON ST  (930 W),"$47,908.70"
6,Speed Indicator Signs (2019),S DR MARTIN LUTHER KING JR DR &  E 78TH ST,"$25,000.00"
6,Street Resurfacing Menu (1-5) (2019),ON E 72ND ST FROM S STATE ST  (0 E) TO S DR MARTIN LUTHER KING JR DR  (400 E),"$197,710.52"
6,Street Resurfacing Menu (1-5) (2019),ON E 82ND ST FROM S MICHIGAN AVE  (100 E) TO S WABASH AVE  (40 E),"$29,357.63"
6,Street Resurfacing Menu (1-5) (2019),ON S HARVARD AVE FROM W 72ND ST  (7200 S) TO W 75TH ST  (7500 S),"$53,632.58"
6,Street Resurfacing Menu (1-5) (2019),ON W 78TH PL FROM S LAFAYETTE AVE  (30 W) TO S PERRY AVE  (100 W),"$21,414.43"
6,Street Resurfacing Menu (2019),ON E 84TH ST FROM S MICHIGAN AVE  (100 E) TO S INDIANA AVE  (200 E),"$45,403.10"
6,Street Resurfacing Menu (2019),ON S CHAMPLAIN AVE FROM E 82ND ST  (8200 S) TO E 83RD ST  (8300 S),"$45,216.55"
6,Street Resurfacing Menu (2019),ON S EBERHART AVE FROM E 79TH ST  (7900 S) TO E 80TH ST  (8000 S),"$43,262.48"
