ward,item,location,cost
1,Street Speed Hump Menu (2021),ON W BELDEN AVE FROM N TALMAN AVE  (2630 W) TO N WASHTENAW AVE  (2700 W),"$2,350.00"
1,Street Speed Hump Replacement (2021),1500 W WALTON ST,$0.00
1,Street Speed Hump Replacement (2021),ON N OAKLEY AVE FROM W THOMAS ST  (1100 N) TO W HADDON AVE  (1130 N),$0.00
2,1 360 POD Camera: N Ashland & W Blackhawk,N ASHLAND AVE &  W BLACKHAWK ST,"$24,335.00"
2,1 LPR W/ Existing Camera: SW Corner 1555 W Division,1555 W DIVISION ST,"$10,971.00"
2,1 POD Camera: 310 E Chicago Ave,310 E CHICAGO AVE,"$24,776.00"
2,1 POD Camera 360 CAMERA ON CORNER OF LASALLE AND CLARK TO VIEW BP STATION,N LA SALLE DR &  N CLARK ST,"$24,776.00"
2,1 POD Camera: E PEARSON AND MIES VAN DER ROHE,E PEARSON ST &  N MIES VAN DER ROHE WAY,"$24,776.00"
2,"2 POD Cameras: 2000 W Chicago Ave, 1300 N Cleveland",2000 W CHICAGO AVE; 1300 N CLEVELAND AVE,"$49,552.00"
2,Alley Apron Menu (2021),1401 N DEARBORN ST,"$10,059.91"
2,Alley Apron Menu (2021),50 W SCHILLER ST,"$18,136.54"
2,Floodlight Menu (2021),W EVERGREEN AVE &  N NOBLE ST,"$1,900.00"
2,"In-Road ""State Law Stop For Pedestrians"" Sign Menu (2021)",W AUGUSTA BLVD &  N HOYNE AVE,$600.00
2,"In-Road ""State Law Stop For Pedestrians"" Sign Menu (2021)",W FULLERTON AVE &  N LAKEWOOD AVE,$350.00
2,"In-Road ""State Law Stop For Pedestrians"" Sign Menu (2021)",W FULLERTON AVE &  N SURREY CT,$350.00
2,Miscellaneous CDOT Projects (2021),N CLYBOURN AVE &  N LAKEWOOD AVE,"$69,368.96"
2,Seneca Park Playlot Improvement,220 E CHICAGO AVE,"$197,305.52"
2,Sidewalk Menu (2021),ON E LAKE SHORE DR FROM N LAKE SHORE DR RAMP  (330 N) TO E OAK ST  (150 E); 230 E LAKE SHORE DR,"$21,246.31"
2,Street Resurfacing Menu (2021),227 E CHESTNUT ST; 850 N DEWITT PL,"$104,715.96"
2,Street Resurfacing Menu (2021),ON E PEARSON ST FROM N MICHIGAN AVE W (128 E) TO N MIES VAN DER ROHE WAY  (200 E),"$20,969.27"
2,Street Resurfacing Menu (2021),ON N ADA ST FROM 1299 N TO W CRYSTAL ST  (1240 N),"$31,059.55"
2,Street Resurfacing Menu (2021),ON N DAYTON ST FROM W BLACKHAWK ST  (1500 N) TO W NORTH AVE  (1600 N),"$73,020.92"
2,Street Resurfacing Menu (2021),ON N DEARBORN ST FROM W DIVISION ST  (1200 N) TO W NORTH BLVD  (1600 N),"$235,976.32"
2,Street Resurfacing Menu (2021),ON N JANSSEN AVE FROM W WEBSTER AVE  (2200 N) TO W ALTGELD ST  (2500 N),"$2,733.15"
2,Street Resurfacing Menu (2021),ON N NOBLE ST FROM 1416 N TO W BLACKHAWK ST  (1400 N),"$22,981.89"
2,Street Resurfacing Menu (2021),ON N NOBLE ST FROM W AUGUSTA BLVD  (1000 N) TO N MILWAUKEE AVE  (1060 N),"$34,574.99"
2,Street Resurfacing Menu (2021),ON N PAULINA ST FROM W PIERCE AVE  (1530 N) TO W NORTH AVE  (1600 N),"$24,812.93"
2,Street Resurfacing Menu (2021),ON N SCHICK PL FROM N CLYBOURN AVE  (1280 N) TO N CLEVELAND AVE  (1300 N),"$12,330.14"
2,Street Resurfacing Menu (2021),ON N WOOD ST FROM N ELK GROVE AVE  (1500 N) TO W JULIAN ST  (1440 N),"$7,669.70"
2,Street Resurfacing Menu (2021),ON W BLACKHAWK ST FROM N BOSWORTH AVE  (1530 W) TO N CLEAVER ST  (1430 W),"$39,599.56"
2,Street Resurfacing Menu (2021),ON W CRYSTAL ST FROM N NOBLE ST  (1400 W) TO N ADA ST  (1360 W),"$20,561.31"
2,Street Resurfacing Menu (2021),ON W IOWA ST FROM N DAMEN AVE  (2000 W) TO N LEAVITT ST  (2200 W),"$132,093.09"
2,Street Resurfacing Menu (2021),ON W LE MOYNE DR FROM N ASHLAND AVE  (1600 W) TO N WOOD ST  (1800 W),"$113,737.24"
2,Street Resurfacing Menu (2021),ON W MAPLE ST FROM N STATE ST  (1 W) TO N DEARBORN ST  (50 W),"$32,830.45"
2,Street Resurfacing Menu (2021),ON W OAK ST FROM N STATE ST  (0 E) TO N DEARBORN ST  (50 W),"$34,519.29"
2,Street Resurfacing Menu (2021),ON W SCHILLER ST FROM N LA SALLE DR  (140 W) TO N DEARBORN ST  (30 W),"$74,178.60"
2,Street Speed Hump Menu (2021),ON N MAGNOLIA AVE FROM N CLYBOURN AVE  (2000 N) TO W DICKENS AVE  (2100 N),"$3,132.39"
2,Street Speed Hump Replacement (2021),ON N PAULINA ST FROM W PIERCE AVE  (1530 N) TO W NORTH AVE  (1600 N),$0.00
2,Street Speed Hump Replacement (2021),ON W IOWA ST FROM N DAMEN AVE  (2000 W) TO N LEAVITT ST  (2200 W),$0.00
2,Street Speed Hump Replacement (2021),ON W SCHILLER ST FROM N LA SALLE DR  (140 W) TO N DEARBORN ST  (30 W),$0.00
3,1 POD Camera NE Corner of Cermack and Wabash,S WABASH AVE &  E CERMAK RD,"$24,776.00"
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,200 W PERSHING RD; S STATE ST &  E 31ST ST; S LA SALLE ST &  W 47TH ST; S MICHIGANAVE &  E CERMAK RD; S PRINCETON AVE &  W 53RD ST; S PRINCETON AVE &  W 51ST ST; SSTATE ST &  W ROOSEVELT RD; S WENTWORTH AVE &  W GARFIELD BLVD; S WELLS ST &  W 47TH ST,"$175,901.00"
3,Alley Resurfacing Menu (1-1) (2021),S DR MARTIN LUTHER KING JR DR &  E 43RD ST&E 44TH ST &  S VINCENNES AVE,"$38,436.09"
3,Alley Resurfacing Menu (2021),S CALUMET AVE &  E 45TH ST&E 46TH ST &  S DR MARTIN LUTHER KING JR DR,"$37,349.83"
3,Alley Resurfacing Menu (2021),S GILES AVE &  E 35TH ST&W 37TH ST &  S PRINCETON AVE,"$69,522.70"
3,Alley Resurfacing Menu (2021),S INDIANA AVE &  E 31ST ST&E 32ND ST &  S PRAIRIE AVE,"$28,686.74"
3,Alley Resurfacing Menu (2021),S WABASH AVE &  E 42ND ST&E 43RD ST &  S MICHIGAN AVE,"$25,775.49"
3,Alley Resurfacing Menu (2021),S WABASH AVE &  E 47TH ST&E 48TH ST &  S STATE ST,"$42,697.20"
3,Alley Resurfacing Menu (2021),W 47TH ST &  S PRINCETON AVE&S SHIELDS AVE &  W 48TH PL,"$16,562.66"
3,Alley Resurfacing Menu (2021),W 51ST PL &  S PRINCETON AVE&S PRINCETON AVE &  W 51ST ST,"$27,954.99"
3,Alley Speed Hump Menu (2021),W 51ST PL &  S PRINCETON AVE&S PRINCETON AVE &  W 51ST ST,$700.00
3,Alley Speed Hump Replacement (2021),W 47TH ST &  S PRINCETON AVE&S SHIELDS AVE &  W 48TH PL,$0.00
3,Miscellaneous CDOT Projects (2021),3300 S STATE ST,$660.00
3,Miscellaneous CDOT Projects (2021),447 E 43RD ST; 435 E 43RD ST,$150.00
3,Miscellaneous CDOT Projects (2021),4711-4755 S CALUMET AVE,$300.00
3,Miscellaneous CDOT Projects (2021),4712 S PRINCETON AVE,$150.00
3,Miscellaneous CDOT Projects (2021),4747-4759 S CALUMET AVE,$300.00
3,Miscellaneous CDOT Projects (2021),5213 S WABASH AVE; 5221 S WABASH AVE,$266.13
3,Miscellaneous CDOT Projects (2021),5301 S WENTWORTH AVE,$660.00
3,Miscellaneous CDOT Projects (2021),5308 S INDIANA AVE; 5314 S INDIANA AVE,$300.00
3,Miscellaneous CDOT Projects (2021),5334 S INDIANA AVE,$150.00
3,Miscellaneous CDOT Projects (2021),5420 S INDIANA AVE,$450.00
3,Miscellaneous CDOT Projects (2021),542 E 47TH ST,$150.00
3,Miscellaneous CDOT Projects (2021),600-608 E 47TH ST,$300.00
3,Miscellaneous CDOT Projects (2021),S STATE ST &  E 43RD ST,"$2,500.00"
3,Sidewalk Menu (2021),319-321 E 18TH ST,"$3,948.07"
3,Sidewalk Menu (2021),3658 S WENTWORTH AVE,"$20,357.00"
3,Sidewalk Menu (2021),4458 S DR MARTIN LUTHER KING JR DR W; S DR MARTIN LUTHER KING JR DR &  E 45TH ST,"$22,448.46"
3,Sidewalk Menu (2021),4807 S PRAIRIE AVE,"$12,249.37"
3,Sidewalk Menu (2021),5640 S PRINCETON AVE,"$3,812.48"
3,Sidewalk Menu (2021),E 50TH ST &  S PRAIRIE AVE,"$15,284.77"
3,Street Bump Outs Menu (2021),S MICHIGAN AVE &  E 46TH ST,"$16,727.48"
3,Street Light Pole for High Definition Camera Menu (2021),W 53RD ST &  S PRINCETON AVE,"$3,000.00"
3,Street Light Pole Painting Menu (2021),ON E 18TH ST FROM S PRAIRIE AVE  (300 E) TO S CALUMET AVE  (334 E),"$2,600.00"
3,Street Light Pole Painting Menu (2021),ON S CALUMET AVE FROM 1834 S TO E 18TH ST  (1800 S),"$3,000.00"
3,Street Light Pole Painting Menu (2021),ON S PRAIRIE AVE FROM E 17TH ST  (1700 S) TO E 18TH ST  (1799 S),"$2,100.00"
3,Street Light Residential Staggered Piggy Back Menu (2021),ON S FEDERAL ST FROM 1208 S TO W 14TH ST  (1400 S); ON S PLYMOUTH CT FROM 1211 S TO W 14TH ST  (1400 S),"$123,330.76"
3,Street Light Upgrade Menu (2021),3423 S MICHIGAN AVE,$500.00
3,Street Light Upgrade Menu (2021),3664 S INDIANA AVE,$500.00
3,Street Light Upgrade Menu (2021),3804 S INDIANA AVE,$500.00
3,Street Light Upgrade Menu (2021),421 E 41ST ST,$259.76
3,Street Light Upgrade Menu (2021),4319 S STATE ST,$500.00
3,Street Light Upgrade Menu (2021),517 E 46TH PL,$500.00
3,Street Light Upgrade Menu (2021),5439 S INDIANA AVE,$500.00
3,Street Resurfacing Menu (2021),ON E 37TH PL FROM S WABASH AVE  (50 E) TO S INDIANA AVE  (200 E),"$67,395.75"
3,Street Resurfacing Menu (2021),ON E 45TH PL FROM S DR MARTIN LUTHER KING JR DR E (400 E) TO S VINCENNES AVE  (499 E),"$63,244.31"
3,Street Resurfacing Menu (2021),ON E 46TH ST FROM S DR MARTIN LUTHER KING JR DR  (380 E) TO S VINCENNES AVE  (500 E),"$68,391.54"
3,Street Resurfacing Menu (2021),ON S DEARBORN ST FROM W 40TH ST  (4000 S) TO W ROOT ST  (4134 S),"$96,298.53"
3,Street Resurfacing Menu (2021),ON S FEDERAL ST FROM W 26TH ST  (2600 S) TO W 27TH ST  (2700 S),"$40,469.88"
3,Street Resurfacing Menu (2021),ON S PRAIRIE AVE FROM 1472 S TO E 15TH PL  (1531 S),"$49,220.32"
3,Street Resurfacing Menu (2021),ON S PRAIRIE AVE FROM E 32ND ST  (3200 S) TO E 33RD BLVD  (3300 S),"$63,755.71"
3,Street Resurfacing Menu (2021),ON S PRINCETON AVE FROM W 37TH ST  (3700 S) TO W 38TH ST  (3760 S),"$72,816.17"
3,Street Resurfacing Menu (2021),ON S PRINCETON AVE FROM W 43RD ST  (4300 S) TO W 45TH ST  (4500 S),"$171,764.11"
3,Street Resurfacing Menu (2021),ON W SWANN ST FROM S WENTWORTH AVE  (232 W) TO S PRINCETON AVE  (300 W),"$20,122.59"
3,Street Resurfacing Menu (2021),ON W SWANN ST FROM S WENTWORTH AVE  (232 W) TO S PRINCETON AVE  (300 W); ON W SWANN ST FROM S PRINCETON AVE  (300 W) TO S SHIELDS AVE  (340 W),"$24,454.10"
3,Street Speed Hump Menu (2021),ON E 15TH PL FROM S INDIANA AVE  (200 E) TO S PRAIRIE AVE  (300 E),"$2,350.00"
3,Street Speed Hump Menu (2021),ON E 46TH ST FROM S INDIANA AVE  (200 E) TO S DR MARTIN LUTHER KING JR DR  (380 E),"$7,050.00"
3,Street Speed Hump Menu (2021),ON E 46TH ST FROM S VINCENNES AVE  (500 E) TO S CHAMPLAIN AVE  (640 E),"$7,050.00"
3,Street Speed Hump Menu (2021),ON S LA SALLE ST FROM W GARFIELD BLVD  (5500 S) TO W 57TH ST  (5700 S),"$9,400.00"
3,Street Speed Hump Menu (2021),ON S PRINCETON AVE FROM W 37TH ST  (3700 S) TO W 38TH ST  (3760 S),"$4,700.00"
3,Street Speed Hump Menu (2021),ON S PRINCETON AVE FROM W 38TH ST  (3760 S) TO W PERSHING RD  (3900 S),"$4,700.00"
3,Street Speed Hump Replacement (2021),ON E 46TH ST FROM S DR MARTIN LUTHER KING JR DR  (380 E) TO S VINCENNES AVE  (500 E),$0.00
3,Street Speed Hump Replacement (2021),ON S PRAIRIE AVE FROM 1472 S TO E 15TH PL  (1531 S),$0.00
3,Street Speed Hump Replacement (2021),ON S PRINCETON AVE FROM W 37TH ST  (3700 S) TO W 38TH ST  (3760 S),$0.00
3,Street Speed Hump Replacement (2021),ON S PRINCETON AVE FROM W 43RD ST  (4300 S) TO W 45TH ST  (4500 S),$0.00
4,"2 POD Camera, 3 LPRs w/o Existing Camera - Various Locations",E 31ST DR &  S LSD 31ST ST ER; E 47TH DR &  S LSD 47TH ST ER; E 31ST ST &  S RHODES AVE; E OAKWOOD BLVD &  S LSD OAKWOOD BL ER; E 53RD ST &  S LAKE PARK AVE,"$131,782.00"
4,"3 LPR No POD Cameras: 101 W Ida B Wells, 110 E Roosevelt Rd, 600 S State St",101 W IDA B WELLS DR; 110 E ROOSEVELT RD; 600 S STATE ST,"$82,230.00"
4,Alley Apron Menu (2021),600 E 42ND ST,"$66,743.26"
4,Alley Resurfacing Menu (2021),E 43RD ST &  S BERKELEY AVE&S GREENWOOD AVE &  E 44TH ST,"$38,230.78"
4,Alley Resurfacing Menu (2021),E 46TH ST &  S DREXEL BLVD&S ELLIS AVE &  E 47TH ST; 936 E 47TH ST,"$22,754.44"
4,Alley Speed Hump Menu (2021),E OAKWOOD BLVD &  S ELLIS AVE&S LAKE PARK AVE &  E 40TH ST,"$2,100.00"
4,Concrete Alley Menu (2021),801-833 E OAKWOOD BLVD; S ELLIS AVE &  E OAKWOOD BLVD&E 40TH ST &  S DREXEL BLVD,"$126,503.40"
4,Concrete Alley Menu (2021),E 46TH ST &  S CHAMPLAIN AVE&S EVANS AVE &  E 45TH ST,"$128,612.09"
4,Concrete Alley Menu (2021),S VINCENNES AVE &  E OAKWOOD BLVD&E PERSHING RD &  S LANGLEY AVE,"$25,000.00"
4,Curb & Gutter Menu (2021),4952-4956 S CHAMPLAIN AVE; ON S CHAMPLAIN AVE FROM E 49TH ST  (4900 S) TO E 50TH ST (5000 S),"$7,832.39"
4,Kenwood Park Benches,1330 E 50TH ST,"$54,000.00"
4,Kenwood Park - Infield Resizing,1330 E 50TH ST,"$27,140.00"
4,Miscellaneous CDOT Projects (2021),401 E 35TH ST,$660.00
4,Miscellaneous CDOT Projects (2021),4125 S DREXEL BLVD,$150.00
4,Miscellaneous CDOT Projects (2021),4337 S LAKE PARK AVE,$150.00
4,Miscellaneous CDOT Projects (2021),4734 S INGLESIDE AVE,"$17,686.35"
4,Miscellaneous CDOT Projects (2021),4736-4738 S INGLESIDE AVE,$150.00
4,Miscellaneous CDOT Projects (2021),622 E 41ST ST,"$4,296.33"
4,Miscellaneous CDOT Projects (2021),863 E OAKWOOD BLVD,$150.00
4,Miscellaneous CDOT Projects (2021),E 43RD ST &  S OAKENWALD AVE,$660.00
4,Miscellaneous CDOT Projects (2021),E 48TH ST &  S GREENWOOD AVE,"$70,103.26"
4,Miscellaneous CDOT Projects (2021),E 49TH ST &  S KENWOOD AVE,"$101,658.78"
4,Pedestrian Refuge Island Menu (2021),1306 E 47TH ST,"$46,650.21"
4,Printers Row Fountian Restoration,632 S DEARBORN ST,"$35,000.00"
4,Sidewalk Menu (2021),403 E 37TH ST,"$24,766.24"
4,Sidewalk Menu (2021),662-700 E 46TH ST,"$4,986.80"
4,Street Bump Outs Menu (2021),1111 S WABASH AVE,"$6,190.70"
4,Street Bump Outs Menu (2021),4046 S ELLIS AVE; S ELLIS AVE &  E 41ST ST,"$43,940.07"
4,Street Bump Outs Menu (2021),S PLYMOUTH CT &  W JACKSON BLVD,"$9,772.56"
4,Street Bump Outs Menu (2021),S PLYMOUTH CT &  W VAN BUREN ST,"$16,035.36"
4,Street Cul-de-Sac Menu (2021),4950 S GREENWOOD AVE,"$30,513.92"
4,Street Light Upgrade Menu (2021),829 E 47TH PL; 813 E 47TH PL,"$1,000.00"
4,Street Resurfacing Menu (2021),2900 S CALUMET AVE; ON S CALUMET AVE FROM 2932 S TO E 29TH ST  (2900 S),"$54,132.57"
4,Street Resurfacing Menu (2021),E 37TH ST &  S LAKE PARK AVE,"$15,975.57"
4,Street Resurfacing Menu (2021),ON E 49TH ST FROM S EVANS AVE  (730 E) TO S COTTAGE GROVE AVE  (800 E),"$56,934.95"
4,Street Resurfacing Menu (2021),ON E 49TH ST FROM S FORRESTVILLE AVE  (540 E) TO S CHAMPLAIN AVE  (640 E),"$59,943.18"
4,Street Resurfacing Menu (2021),ON E 50TH PL FROM S CHAMPLAIN AVE  (640 E) TO S COTTAGE GROVE AVE  (800 E),"$85,312.12"
4,Street Resurfacing Menu (2021),ON S CHAMPLAIN AVE FROM E 46TH ST  (4600 S) TO E 47TH ST  (4700 S),"$30,399.93"
4,Street Resurfacing Menu (2021),ON S CHAMPLAIN AVE FROM E 49TH ST  (4900 S) TO E 50TH ST  (5000 S),"$69,852.73"
5,"6 POD Cameras, 6 LPR on Existing Cameras: Various Locations",E 67TH ST &  S SOUTH SHORE DR; E 67TH ST &  S JEFFERY DR; E 57TH DR &  S LAKE SHORE DR; 7000 S EAST END AVE; 7100 S DORCHESTER AVE; E 63RD ST &  E HAYES DR,"$214,482.00"
5,Alley Apron Menu (2021),2116 E 68TH ST,"$8,486.80"
5,Alley Apron Menu (2021),5314 S HARPER AVE,"$26,004.26"
5,Alley Apron Menu (2021),5530-5532 S SHORE DR,"$26,407.52"
5,Alley Resurfacing Menu (2021),E 52ND ST &  S DREXEL AVE&S COTTAGE GROVE AVE &  E DREXEL SQUARE DR,"$35,665.85"
5,Alley Resurfacing Menu (2021),S MERRILL AVE &  E 67TH ST&E 68TH ST &  S CLYDE AVE,"$33,770.63"
5,Alley Speed Hump Replacement (2021),S MERRILL AVE &  E 67TH ST&E 68TH ST &  S CLYDE AVE,$0.00
5,Concrete Alley Menu (2021),E 68TH ST &  S CHAPPEL AVE; S CHAPPEL AVE &  E 67TH ST&E 68TH ST &  S JEFFERY BLVD,"$234,560.25"
5,Concrete Alley Menu (2021),S GREENWOOD AVE &  E 71ST ST&E 72ND ST &  S UNIVERSITY AVE,"$259,004.90"
5,Sidewalk Menu (2021),6747-6759 S OGLESBY AVE,"$30,845.43"
5,Sidewalk Menu (2021),ON E 53RD ST FROM S ELLIS AVE  (999 E) TO S BERKELEY AVE  (1020 E); 1001 E 53RD ST,"$5,800.31"
5,Sidewalk Menu (2021),ON E 53RD ST FROM S INGLESIDE AVE  (928 E) TO S ELLIS AVE  (999 E),"$19,489.26"
5,Street Bump Outs Menu (2021),4926 S CORNELL AVE; 4930 S CORNELL AVE,"$11,756.85"
5,Street Light Residential Staggered Piggy Back Menu (2021),ON S CORNELL AVE FROM E 67TH ST  (6700 S) TO E 69TH ST  (6900 S),"$230,000.00"
5,Street Light Residential Staggered Piggy Back Menu (2021),ON S RIDGELAND AVE FROM E 67TH ST  (6700 S) TO E 69TH ST  (6900 S),"$235,000.00"
5,Street Resurfacing Menu (2021),ON S BENNETT AVE FROM E 67TH ST  (6700 S) TO E 68TH ST  (6800 S),"$45,886.96"
5,Street Resurfacing Menu (2021),ON S BLACKSTONE AVE FROM E 53RD ST  (5300 S) TO E 54TH ST  (5400 S),"$4,869.99"
5,Street Resurfacing Menu (2021),ON S CONSTANCE AVE FROM E 70TH ST  (7000 S) TO E 71ST ST  (7100 S),"$35,209.38"
5,Street Resurfacing Menu (2021),ON S EUCLID AVE FROM E 70TH ST  (7000 S) TO E 71ST ST  (7100 S),"$38,059.60"
5,Street Speed Hump Menu (2021),ON S MERRILL AVE FROM E 67TH ST  (6700 S) TO E 68TH ST  (6800 S),"$4,700.00"
6,Alley Apron Menu (2021),8644 S PRAIRIE AVE; 8645 S PRAIRIE AVE,"$67,932.92"
6,Alley Apron Menu (2021),ON E 72ND ST FROM S ST LAWRENCE AVE  (600 E) TO S CHAMPLAIN AVE  (630 E); 7203 S ST LAWRENCE AVE,"$24,027.76"
6,Alley Speed Hump Menu (2021),S CALUMET AVE &  E 69TH ST&E 70TH ST &  S DR MARTIN LUTHER KING JR DR,"$2,800.00"
6,Alley Speed Hump Menu (2021),S PEORIA ST &  W 68TH ST&W 69TH ST &  S GREEN ST; 846 W 69TH ST,"$1,400.00"
6,Curb & Gutter Menu (2021),7043 S PEORIA ST; ON S PEORIA ST FROM W 70TH ST  (7000 S) TO W 71ST ST  (7100 S),"$77,613.18"
6,Floodlight Menu (2021),E 75TH ST &  S PRAIRIE AVE,$697.26
6,Miscellaneous CDOT Projects (2021),S DR MARTIN LUTHER KING JR DR &  E 79TH ST; S DR MARTIN LUTHER KING JR DR &  E 71STST; S DR MARTIN LUTHER KING JR DR &  E 87TH ST; S DR MARTIN LUTHER KING JR DR &  E 69TH ST,"$5,270.57"
6,Sidewalk Menu (2021),224 E 86TH ST,"$12,179.21"
6,Sidewalk Menu (2021),455 E 82ND ST,"$9,797.20"
6,Sidewalk Menu (2021),6601 S ABERDEEN ST,"$23,167.69"
6,Sidewalk Menu (2021),7134 S WABASH AVE,"$8,880.07"
6,Sidewalk Menu (2021),7200 S INDIANA AVE; 129-131 E 72ND ST,"$41,867.98"
6,Sidewalk Menu (2021),7601 S VERNON AVE,"$13,715.94"
6,Sidewalk Menu (2021),7658 S PERRY AVE,"$25,061.47"
6,Sidewalk Menu (2021),7709 S ST LAWRENCE AVE,"$4,284.15"
6,Sidewalk Menu (2021),8206 S PRAIRIE AVE,"$6,665.52"
6,Sidewalk Menu (2021),8350 S COTTAGE GROVE AVE,"$36,323.92"
6,Sidewalk Menu (2021),8621-8633 S PRAIRIE AVE,"$31,520.75"
6,Sidewalk Menu (2021),ON E 85TH ST FROM S WABASH AVE  (50 E) TO S MICHIGAN AVE  (100 E),"$5,236.55"
6,Sidewalk Menu (2021),ON W 66TH ST FROM S PARNELL AVE  (550 W) TO S LOWE AVE  (632 W),"$56,695.86"
6,Street Light Residential Staggered Piggy Back Menu (2021),ON S UNION AVE FROM W 74TH ST  (7400 S) TO W 76TH ST  (7600 S),"$100,000.00"
6,Street Light Residential Staggered Piggy Back Menu (2021),ON W 73RD ST FROM S UNION AVE  (710 W) TO S LOWE AVE  (610 W); ON S UNION AVE FROM W 73RD ST  (7300 S) TO W 74TH ST  (7400 S),"$175,000.00"
6,Street Light Upgrade Menu (2021),438 E 75TH ST,$500.00
6,Street Light Upgrade Menu (2021),445 E 75TH ST,$500.00
6,Street Resurfacing Menu (2021),ON E 88TH PL FROM S ST LAWRENCE AVE  (600 E) TO S LANGLEY AVE  (700 E),"$42,373.71"
