,ward,type,location,year,est_cost,id,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
4255,11,Alley Resurfacing Menu (1-1),W 46TH ST & S EMERALD AVE & S UNION AVE & W,2020,16781.915,40765,S EMERALD AVE & W 46TH ST,S UNION AVE & W 46TH ST,S EMERALD AVE & W,S UNION AVE & W,41.8107018,-87.6443686,google,41.8107183,-87.6431674,google,41.8538604,-87.6456805,google,,,google
4471,20,Alley Speed Hump Menu,W 6 ST & S HONORE ST & W 7 ST & S WOOD ST,2006,2000.0,15921,S HONORE ST & W 6th ST,S WOOD ST & W 6th ST,S HONORE ST & W 7th ST,S WOOD ST & W 7th ST,41.77393803100006,-87.67014789699994,census,,,google,41.79443,-87.937526,google,,,google
4496,33,Alley Resurfacing Menu,N ELSTON AVE & N WHIPPLE ST & N ALBANY AVE & W ROSCOE ST,2017,35159.45,26980,N ELSTON AVE & W ROSCOE ST,N WHIPPLE ST & W ROSCOE ST,N ALBANY AVE & W ROSCOE ST,,41.94276,-87.7032119,google,41.9427525,-87.7040396,google,41.9427472,-87.7052589,google,,,
4497,27,Alley Resurface Menu,N AVERS AV & W FRANKLIN BV & W FERDINAND ST & W OHIO ST,2008,33814.0,21777,N AVERS AV & W FRANKLIN BV,N AVERS AV & W FERDINAND ST,N AVERS AV & W OHIO ST,,41.8900363,-87.7088171,google,41.88989972100006,-87.72225769699997,census,41.89173681000005,-87.72230593599994,census,,,
4498,38,Alley Resurface Menu,N KEDVALE AV & N KEELER AV & N AVONDALE AV & W BYRON ST,2005,10628.0,30503,N KEDVALE AV & W BYRON ST,N KEELER AV & W BYRON ST,N AVONDALE AV & W BYRON ST,,41.95181000600007,-87.73079191799997,census,41.95178588700003,-87.73241997199995,census,41.9518514,-87.7291725,google,,,
4499,30,Alley Speed Hump Menu,N PULASKI RD & N HARDING AV & W WAVELAND AV & N AVONDALE AV,2010,550.0,24120,N PULASKI RD & W WAVELAND AV,N HARDING AV & W WAVELAND AV,N AVONDALE AV & W WAVELAND AV,,41.94818808800005,-87.72745139199998,census,41.9482022,-87.7260312,google,41.9651348,-87.7525796,google,,,
4500,30,Alley Resurface Menu,N HARDING AV & N PULASKI RD & N AVONDALE AV & W WAVELAND AV,2007,34133.0,23925,N HARDING AV & W WAVELAND AV,N PULASKI RD & W WAVELAND AV,N AVONDALE AV & W WAVELAND AV,,41.9482022,-87.7260312,google,41.9481785,-87.727427,google,41.9651348,-87.7525796,google,,,
4501,33,Alley Resurfacing Menu,N KEDZIE AVE & W BARRY AVE & N TROY ST & N AVONDALE AVE,2015,7871.0,26890,N KEDZIE AVE & W BARRY AVE,N TROY ST & W BARRY AVE,N AVONDALE AVE & W BARRY AVE,,41.93751528700005,-87.70757304899996,census,41.9375158,-87.7063516,google,41.93751930700006,-87.70634698299995,census,,,
4502,33,Alley Resurfacing Menu,N SACRAMENTO AVE & W FLETCHER ST & N ALBANY AVE & N AVONDALE AVE,2016,26323.9,26925,N SACRAMENTO AVE & W FLETCHER ST,N ALBANY AVE & W FLETCHER ST,N AVONDALE AVE & W FLETCHER ST,,41.9384473,-87.70268,google,41.9384535,-87.7047277,google,41.9651348,-87.7525796,google,,,
4503,30,Alley Resurfacing Menu,N HARDING AVE & W WAVELAND AVE & N SPRINGFIELD AVE & N AVONDALE AVE,2019,11061.185,42152,N HARDING AVE & W WAVELAND AVE,N SPRINGFIELD AVE & W WAVELAND AVE,N AVONDALE AVE & W WAVELAND AVE,,41.9482022,-87.7260312,google,41.9482162,-87.725007,google,41.9651348,-87.7525796,google,,,
4504,32,Concrete Alley Menu,W FULLERTON AV & N CLYBOURN AV & N GREENVIEW AV & N BOSWORTH AV,2008,75787.0,25870,N CLYBOURN AV & W FULLERTON AV,N GREENVIEW AV & W FULLERTON AV,N BOSWORTH AV & W FULLERTON AV,,41.92513805300007,-87.66930774099995,census,41.92518629200004,-87.66576621999997,census,41.92517021300006,-87.66698826599998,census,,,
4505,46,Alley Resurface Menu,W SHERIDAN RD & W MONTROSE AV & N BROADWAY & W SUNNYSIDE AV,2009,11242.0,36867,N BROADWAY & W SHERIDAN RD,N BROADWAY & W MONTROSE AV,N BROADWAY & W SUNNYSIDE AV,,41.9527392,-87.6496461,google,41.96177530700004,-87.65514165799999,census,41.96358023600004,-87.65630742499997,census,,,
4506,47,Alley Speed Hump Menu,N GREENVIEW AVE & N ASHLAND AVE & N CLARK ST & W LELAND AVE,2011,550.0,37625,N GREENVIEW AVE & W LELAND AVE,N ASHLAND AVE & W LELAND AVE,N CLARK ST & W LELAND AVE,,41.96706949800006,-87.66784450199998,census,41.96705341900008,-87.66939215899998,census,41.96708155800008,-87.66711690199998,census,,,
4507,44,Alley Resurface Menu,W CORNELIA AV & W NEWPORT AV & N CLARK ST & W SEMINARY CT,2010,26277.0,35388,N CLARK ST & W CORNELIA AV,N CLARK ST & W NEWPORT AV,N CLARK ST & W SEMINARY CT,,41.94560732000008,-87.65522607599996,census,41.94446969200004,-87.65424120299997,census,41.9472062,-87.6564994,google,,,
4508,35,Concrete Alley Menu,N WISNER AVE & N MILWAUKEE AVE & N KIMBALL AVE & N DAWSON AVE,2019,90000.0,42571,N WISNER AVE & N MILWAUKEE AVE,N KIMBALL AVE & N MILWAUKEE AVE,N DAWSON AVE & N MILWAUKEE AVE,,41.93336274300003,-87.71443499599997,census,41.93198794200004,-87.71230847599998,census,41.93283613800003,-87.71357473999996,census,,,
4509,35,Alley Resurfacing Menu,N WISNER AVE & N KIMBALL AVE & N DAWSON AVE & W WELLINGTON AVE,2018,12989.99,28709,N WISNER AVE & W WELLINGTON AVE,N KIMBALL AVE & W WELLINGTON AVE,N DAWSON AVE & W WELLINGTON AVE,,41.9356466,-87.7120406,google,41.9356447,-87.7123766,google,41.9356691,-87.7106368,google,,,
4510,1,Alley Speed Hump Menu,N HONORE ST & N WOOD ST & W NORTH AV & N ELK GROVE AV,2005,3500.0,7,N HONORE ST & W NORTH AV,N WOOD ST & W NORTH AV,N ELK GROVE AV & W NORTH AV,,41.9105436,-87.6738036,google,41.9105685,-87.6725958,google,41.91052576300007,-87.67501598099994,census,,,
4511,39,Alley Speed Hump Menu,N HARDING AV & N PULASKI RD & W BERTEAU AV & N ELSTON AV,2009,2100.0,31495,N HARDING AV & W BERTEAU AV,N PULASKI RD & W BERTEAU AV,N ELSTON AV & W BERTEAU AV,,41.9573148,-87.7264776,google,41.95730117200003,-87.72772072399994,census,41.95734539100005,-87.72448873499997,census,,,
4512,1,Alley Speed Hump Menu,N ROCKWELL ST & N MAPLEWOOD AV & W GEORGE ST & N ELSTON AV,2008,1500.0,237,N ROCKWELL ST & W GEORGE ST,N MAPLEWOOD AV & W GEORGE ST,N ELSTON AV & W GEORGE ST,,41.9339324,-87.6927914,google,41.9339598,-87.6916339,google,41.93396974600006,-87.69037195099997,census,,,
4513,33,Alley Speed Hump Menu,N KEDZIE AV & N TROY ST & W ROSCOE ST & N ELSTON AV,2008,1500.0,26653,N KEDZIE AV & W ROSCOE ST,N TROY ST & W ROSCOE ST,N ELSTON AV & W ROSCOE ST,,41.9427365,-87.7077183,google,41.94274114000007,-87.70650777899993,census,41.94276124000004,-87.70321951099999,census,,,
4514,33,Alley Speed Hump Menu,N ALBANY AV & N WHIPPLE ST & W ROSCOE ST & N ELSTON AV,2007,1000.0,26612,N ALBANY AV & W ROSCOE ST,N WHIPPLE ST & W ROSCOE ST,N ELSTON AV & W ROSCOE ST,,41.9427472,-87.7052589,google,41.9427525,-87.7040396,google,41.94276124000004,-87.70321951099999,census,,,
4515,35,Alley Resurface Menu,N BERNARD ST & N KIMBALL AV & N ELSTON AV & W WAVELAND AV,2006,12488.0,28156,N BERNARD ST & W WAVELAND AV,N KIMBALL AV & W WAVELAND AV,N ELSTON AV & W WAVELAND AV,,41.948377022000045,-87.71399280899999,census,41.94839310200007,-87.71276674299997,census,41.9484677,-87.7115406,google,,,
4516,33,Alley Resurfacing Menu,N SPAULDING AVE & W GRACE ST & N CHRISTIANA AVE & N ELSTON AVE,2019,15449.07,42476,N SPAULDING AVE & W GRACE ST,N CHRISTIANA AVE & W GRACE ST,N ELSTON AVE & W GRACE ST,,41.9502461,-87.7103529,google,41.95023421000008,-87.71158489599998,census,41.9501832,-87.7140402,google,,,
4517,33,Alley Speed Hump Menu,W EASTWOOD AV & N MANOR AV & N SACRAMENTO AV & N FRANCISCO AV,2007,1000.0,26607,N MANOR AV & W EASTWOOD AV,N SACRAMENTO AV & W EASTWOOD AV,N FRANCISCO AV & W EASTWOOD AV,,41.96564645800004,-87.70050206699995,census,41.9656263,-87.7034715,google,41.9656493,-87.7010489,google,,,
4518,49,Alley Resurface Menu,W BIRCHWOOD AV & W HOWARD ST & W SHERIDAN RD & N GREENVIEW AV,2007,25812.0,39119,N GREENVIEW AV & W BIRCHWOOD AV,N GREENVIEW AV & W HOWARD ST,N GREENVIEW AV & W SHERIDAN RD,,42.01817030600006,-87.66821031199999,census,42.019215477000046,-87.66824247099999,census,41.9527392,-87.6496461,google,,,
4519,43,Concrete Alley Menu,W BELDEN AVE & N LINCOLN PARK & N CLARK ST & N HALSTED ST,2019,39000.0,43053,N LINCOLN PARK & W BELDEN AVE,N CLARK ST & W BELDEN AVE,N HALSTED ST & W BELDEN AVE,,41.9236602,-87.6462822,google,41.923771292000026,-87.63936359999997,census,41.9236228,-87.6487171,google,,,
4520,30,Alley Resurface Menu,W ADDISON ST & N AVONDALE AV & N LAWNDALE AV & N HAMLIN AV,2005,14739.0,23776,N AVONDALE AV & W ADDISON ST,N LAWNDALE AV & W ADDISON ST,N HAMLIN AV & W ADDISON ST,,41.94647561600004,-87.71976536699998,census,41.94647159600004,-87.72005881899997,census,41.94643943700004,-87.72250290999995,census,,,
4521,39,Alley Speed Hump Menu,W SUNNYSIDE AV & W WINDSOR AV & N HAMLIN AV & W WILSON AV,2006,1000.0,31353,N HAMLIN AV & W SUNNYSIDE AV,N HAMLIN AV & W WINDSOR AV,N HAMLIN AV & W WILSON AV,,41.9628713,-87.7229851,google,41.9637419,-87.7229998,google,41.9646388,-87.7230396,google,,,
4522,39,Alley Resurface Menu,N ELSTON AV & W CULLOM AV & N SPRINGFIELD AV & N HARDING AV,2006,7833.0,31347,N ELSTON AV & W CULLOM AV,N SPRINGFIELD AV & W CULLOM AV,N HARDING AV & W CULLOM AV,,41.9501832,-87.7140402,google,41.95915836000006,-87.72532487099994,census,41.95914228100003,-87.72654691699995,census,,,
4523,1,Alley Resurfacing Menu,N ELK GROVE AVE & N WOOD ST & N HONORE ST & N MILWAUKEE AVE,2022,34361.5,910,N ELK GROVE AVE & N MILWAUKEE AVE,N WOOD ST & N MILWAUKEE AVE,N HONORE ST & N MILWAUKEE AVE,,41.9093581,-87.6740244,google,41.906477736000056,-87.67136190299999,census,41.90897006700004,-87.67526119399997,census,,,
4524,49,Alley Apron Menu,N ROGERS AVE & N WOLCOTT AVE & W CHASE AVE & N HONORE ST,2018,11707.99,39569,N ROGERS AVE & W CHASE AVE,N WOLCOTT AVE & W CHASE AVE,N HONORE ST & W CHASE AVE,,42.01365597300003,-87.68027801399995,census,42.01370823100007,-87.67821983099998,census,42.01373637100005,-87.67669227399995,census,,,
4525,32,Alley Resurfacing Menu,N SEELEY AVE & N AVONDALE AVE & W WEBSTER AVE & N HOYNE AVE,2022,46515.15,26476,N SEELEY AVE & W WEBSTER AVE,N AVONDALE AVE & W WEBSTER AVE,N HOYNE AVE & W WEBSTER AVE,,41.921371419000025,-87.67898360999999,census,41.9651348,-87.7525796,google,41.9213595,-87.6802092,google,,,
4526,32,Alley Resurfacing Menu,N MAUD AVE & N SHEFFIELD AVE & N CLYBOURN AVE & N KENMORE AVE,2012,44500.0,26069,N MAUD AVE & N CLYBOURN AVE,N SHEFFIELD AVE & N CLYBOURN AVE,N KENMORE AVE & N CLYBOURN AVE,,41.9213802,-87.6640548,google,41.91356077800003,-87.65320407199994,census,41.91551042300006,-87.65592151599998,census,,,
4527,39,Alley Speed Hump Menu,W THORNDALE AVE & N KOSTNER AVE & N ROGERS AVE & N KENNETH AVE,2013,2100.0,31649,N KOSTNER AVE & W THORNDALE AVE,N ROGERS AVE & W THORNDALE AVE,N KENNETH AVE & W THORNDALE AVE,,41.9881529,-87.7383293,google,41.98880100900004,-87.73381487299997,census,41.98814576800004,-87.73953115299997,census,,,
4528,45,Alley Resurfacing Menu,W BYRON ST & N KEDVALE AVE & N AVONDALE AVE & N KEYSTONE AVE,2015,6852.0,36458,N KEDVALE AVE & W BYRON ST,N AVONDALE AVE & W BYRON ST,N KEYSTONE AVE & W BYRON ST,,41.95181000600007,-87.73079191799997,census,41.9518514,-87.7291725,google,41.950014,-87.7291105,google,,,
4529,41,Alley Speed Hump Menu,N CENTRAL AV & W DEVON AV & N LEOTI AV & N KINZUA AV,2007,1500.0,32842,N CENTRAL AV & W DEVON AV,N LEOTI AV & W DEVON AV,N KINZUA AV & W DEVON AV,,41.9973842,-87.7637801,google,42.0002498,-87.7683558,google,41.9972923,-87.7651875,google,,,
4530,44,Sidewalk Menu,N LAKE SHORE & W DR & W BRIAR PL (3116 N) & W BELMONT AV (3201 N),2011,15997.0,35475,N LAKE SHORE & W DR,N LAKE SHORE & W BRIAR PL (3116 N),N LAKE SHORE & W BELMONT AV (3201 N),,41.9361968,-87.636788,google,41.9386922,-87.6431355,google,41.9391976,-87.7084896,google,,,
4531,44,Alley Speed Hump Menu,W OAKDALE AVE & W WELLINGTON AVE & W SHERIDAN RD & N LAKE SHORE O DR,2012,700.0,35484,N LAKE SHORE O DR & W OAKDALE AVE,N LAKE SHORE O DR & W WELLINGTON AVE,N LAKE SHORE O DR & W SHERIDAN RD,,41.9352243,-87.6612139,google,41.9353895,-87.7326228,google,41.9982133,-87.6582637,google,,,
4532,49,Alley Speed Hump Menu,W SHERIDAN RD & N LAKEWOOD AV & W FARWELL AV & W PRATT AV,2007,1050.0,39122,N LAKEWOOD AV & W SHERIDAN RD,N LAKEWOOD AV & W FARWELL AV,N LAKEWOOD AV & W PRATT AV,,41.9527392,-87.6496461,google,42.00673372700004,-87.66368793799995,census,42.00549962200006,-87.66364371999998,census,,,
4533,37,Alley Speed Hump Menu,N LOTUS AVE & N LINDER AVE & W NORTH AVE & N LAMON AVE,2012,2800.0,30135,N LOTUS AVE & W NORTH AVE,N LINDER AVE & W NORTH AVE,N LAMON AVE & W NORTH AVE,,41.909364,-87.7621711,google,41.909355,-87.7629649,google,41.9095374,-87.7492054,google,,,
4534,45,Alley Resurface Menu,N CALDWELL AVENUE & N NAVAJO AVENUE & N LE MAI AVENUE & N LEOTI AVE,2010,3642.0,36215,N CALDWELL AVENUE & N LEOTI AVE,N NAVAJO AVENUE & N LEOTI AVE,N LE MAI AVENUE & N LEOTI AVE,,42.0002498,-87.7683558,google,41.99591219000007,-87.75907182599997,census,41.995429804000025,-87.75803871399995,census,,,
4535,32,Alley Resurface Menu,W BARRY AV & N SOUTHPORT AV & N GREENVIEW AV & N LINCOLN AV,2008,1742.0,25858,N SOUTHPORT AV & W BARRY AV,N GREENVIEW AV & W BARRY AV,N LINCOLN AV & W BARRY AV,,41.93794139500005,-87.66375225699994,census,41.93789717600004,-87.66617222899998,census,41.9378983,-87.6661648,google,,,
4536,32,Concrete Alley Menu,N SHEFFIELD AV & N KENMORE AV & W DIVERSEY AV & N LINCOLN AV,2007,28000.0,25838,N SHEFFIELD AV & W DIVERSEY AV,N KENMORE AV & W DIVERSEY AV,N LINCOLN AV & W DIVERSEY AV,,41.93263916300003,-87.65385529399998,census,41.932615044000045,-87.65518185699995,census,41.932556,-87.6587002,google,,,
4537,40,Alley Speed Hump Menu,W PETERSON AV & N RICHMOND ST & N SACRAMENTO AV & N LINCOLN AV,2006,500.0,32069,N RICHMOND ST & W PETERSON AV,N SACRAMENTO AV & W PETERSON AV,N LINCOLN AV & W PETERSON AV,,41.9904142,-87.7030383,google,41.9904187,-87.7042504,google,41.9904029,-87.7072893,google,,,
4538,45,Alley Resurface Menu,N ELSTON AVE & W WILSON AVE & N KILDARE AVE & N LOWELL AVE,2011,41030.0,36263,N ELSTON AVE & W WILSON AVE,N KILDARE AVE & W WILSON AVE,N LOWELL AVE & W WILSON AVE,,41.9501832,-87.7140402,google,41.9645063,-87.7357612,google,41.9644841,-87.7371061,google,,,
4539,43,Alley Speed Hump Menu,N CLYBOURN AV & N RACINE AV & W DICKENS AV & N MAGNOLIA AV,2009,1050.0,34558,N CLYBOURN AV & W DICKENS AV,N RACINE AV & W DICKENS AV,N MAGNOLIA AV & W DICKENS AV,,41.9189622,-87.7290517,google,41.919847882000056,-87.65827716999996,census,41.9198381,-87.6595107,google,,,
4540,45,Alley Speed Hump Menu,N ELSTON AVE & N MAJOR AVE & W SEMINOLE ST & N MANGO AVE,2015,1400.0,36459,N ELSTON AVE & W SEMINOLE ST,N MAJOR AVE & W SEMINOLE ST,N MANGO AVE & W SEMINOLE ST,,41.9501832,-87.7140402,google,41.98475700300003,-87.77072145899996,census,41.98475298300008,-87.77193546499996,census,,,
4541,48,Alley Speed Hump Menu,W GUNNISON ST & W LAWRENCE AV & W SHERIDAN RD & N MARINE DR,2006,2500.0,38363,N MARINE DR & W GUNNISON ST,N MARINE DR & W LAWRENCE AV,N MARINE DR & W SHERIDAN RD,,41.97011255300004,-87.64990374499996,census,41.96917591900007,-87.64963441199995,census,41.9655225,-87.6486127,google,,,
4542,48,Alley Speed Hump Menu,W GUNNISON ST & W LAWRENCE AV & W SHERIDAN RD & N MARINE DR,2006,1500.0,38364,N MARINE DR & W GUNNISON ST,N MARINE DR & W LAWRENCE AV,N MARINE DR & W SHERIDAN RD,,41.97011255300004,-87.64990374499996,census,41.96917591900007,-87.64963441199995,census,41.9655225,-87.6486127,google,,,
4543,23,Alley Speed Hump Menu,S ARCHER AV & N MENARD AV & N MASSASOIT AV & E 53 ST,2008,1575.0,18164,S ARCHER AV & E 53rd ST,N MENARD AV & E 53rd ST,N MASSASOIT AV & E 53rd ST,,41.7986283,-87.6039037,google,41.7963347,-87.767292,google,41.79636498200006,-87.76607044899998,census,,,
4544,43,Alley Resurfacing Menu,N KENMORE AVE & W ARMITAGE AVE & N SEMINARY AVE & N MAUD AVE,2019,32895.81,35149,N KENMORE AVE & W ARMITAGE AVE,N SEMINARY AVE & W ARMITAGE AVE,N MAUD AVE & W ARMITAGE AVE,,41.91809119100003,-87.65457485399997,census,41.91807109200005,-87.65579287999998,census,41.9171808,-87.7271101,google,,,
4545,40,Alley Resurface Menu,W FARRAGUT AV & N BOWMANVILLE AV & N WESTERN AV & N OAKLEY AV,2007,7860.0,32118,N BOWMANVILLE AV & W FARRAGUT AV,N WESTERN AV & W FARRAGUT AV,N OAKLEY AV & W FARRAGUT AV,,41.9797039,-87.6840107,google,41.976797626000064,-87.68918206399997,census,41.97683782500008,-87.68675807199998,census,,,
4546,1,Alley Resurface Menu,N HERMITAGE AV & N MOORMAN ST & N PAULINA ST & W CRYSTAL ST,2008,11735.0,227,N HERMITAGE AV & W CRYSTAL ST,N MOORMAN ST & W CRYSTAL ST,N PAULINA ST & W CRYSTAL ST,,41.90410198300003,-87.67108453099996,census,41.9037174,-87.7117018,google,41.9520032,-87.6714218,google,,,
